"","geneID","EE-SRS266350","L2-SRS266346","L4-SRS266347","Ad_female-SRS266349","Ad_male-SRS266348","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"5136","WBGene00206764",0,0,0,0,0,"Cjp-rab-6.1.1","CJA30917","Ras-related protein Rab-6A","Small GTPase, Small GTP-binding protein domain, P-loop containing nucleoside triphosphate hydrolase","rab-6.1 | WBGene00004269",90.2098,"Cbr-rab-6.1 | WBGene00029059",90.2098,"Cbn-rab-6.1 | WBGene00145182",89.5105,"Cre-rab-6.1 | WBGene00055231",90.2098
"5137","WBGene00206765",0,0.0604038103448411,0.365808846952834,0,0.0614126581805837,"CJA30918","CJA30918","Glucuronosyltransferase","",NA,NA,NA,NA,NA,NA,NA,NA
"5138","WBGene00206766",0,0,0,0,0,"CJA30919","CJA30919","Ketoacyl_synth_N domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5139","WBGene00206769",0,0,0,0,0,"CJA30922","CJA30922","NR LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5140","WBGene00206772",0,0.0604038103448411,0,0,0,"CJA30925","CJA30925","Kinesin motor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5141","WBGene00206773",0.128566408053194,0,0.0609681411588056,0.122046050782019,0.122825316361167,"CJA30926","CJA30926","","",NA,NA,NA,NA,NA,NA,NA,NA
"5142","WBGene00206774",0,0,0,0,0,"CJA30927","CJA30927","Annexin","",NA,NA,NA,NA,NA,NA,NA,NA
"5143","WBGene00206777",0.257132816106388,0,0.304840705794028,0,0,"CJA30930","CJA30930","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5144","WBGene00206778",0,0.120807620689682,0,0,0,"CJA30931","CJA30931","Integrase catalytic domain-containing protein","Integrase, catalytic core, Retrotransposon, Pao, Ribonuclease H-like superfamily, Ribonuclease H superfamily, Integrase zinc-binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"5145","WBGene00206780",0.128566408053194,0.120807620689682,0,0,0,"CJA30933","CJA30933","Phlebovirus_G2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5146","WBGene00206781",0,0,0,0,0,"CJA30934","CJA30934","Astacin domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5147","WBGene00206782",0,0,0,0,0,"CJA30935","CJA30935","HTH_Tnp_Tc3_2 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5148","WBGene00206786",0,0,0,0,0.0614126581805837,"CJA30939","CJA30939","ATP-dependent DNA helicase","DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase",NA,NA,NA,NA,NA,NA,NA,NA
"5149","WBGene00206787",0,0.120807620689682,0,0,0,"CJA30940","CJA30940","HTH_Tnp_Tc3_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5150","WBGene00206789",0.192849612079791,0,0,0,0,"CJA30942","CJA30942","GRIP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5151","WBGene00206790",0.257132816106388,0,0.487745129270445,0,0.0614126581805837,"CJA30943","CJA30943","Poly(ADP-ribose) glycohydrolase","",NA,NA,NA,NA,NA,NA,NA,NA
"5152","WBGene00206791",0,0,0,0,0,"CJA30944","CJA30944","Histone-lysine N-methyltransferase SETMAR","",NA,NA,NA,NA,NA,NA,NA,NA
"5153","WBGene00206792",0.257132816106388,0.181211431034523,0,0,0.491301265444669,"CJA30945","CJA30945","FLYWCH-type domain-containing protein","",NA,NA,"CBG10004 | WBGene00031492",28.2486,"CBN12979 | WBGene00151704",31.0734,"CRE25554 | WBGene00055033",27.6836
"5154","WBGene00206793",0,0,0,0,0,"CJA30946","CJA30946","MICOS complex subunit","",NA,NA,NA,NA,NA,NA,NA,NA
"5155","WBGene00206795",0,0,0,0,0,"CJA30948","CJA30948","PDZ domain-containing protein","","ztf-17 | WBGene00011639",74.6479,"Cbr-ztf-17 | WBGene00026183",69.0141,"Cbn-ztf-17 | WBGene00146210",71.1268,"Cre-ztf-17 | WBGene00057705",73.9437
"5156","WBGene00206798",0,0,0,0,0,"CJA30951","CJA30951","MSP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5157","WBGene00206799",0,0,0,0,0,"CJA30952","CJA30952","ACB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5158","WBGene00206801",0,0,0,0,0,"CJA30954","CJA30954","Ground-like domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5159","WBGene00206803",0.257132816106388,0.0604038103448411,0.182904423476417,0,0,"CJA30956","CJA30956","Neur_chan_LBD domain-containing protein","Neurotransmitter-gated ion-channel ligand-binding domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5160","WBGene00206805",0.064283204026597,0,0,0,0,"CJA30958","CJA30958","ANF_receptor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5161","WBGene00206806",0,0,0,0,0,"CJA30959","CJA30959","HTH_Tnp_Tc3_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5162","WBGene00206807",0,0.0604038103448411,0,0,0,"CJA30960","CJA30960","SPK domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5163","WBGene00206811",0,0,0,0,0,"CJA30964","CJA30964","Reverse transcriptase domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5164","WBGene00206813",0.192849612079791,0.362422862069047,0,0.0610230253910096,0.122825316361167,"CJA30966","CJA30966","G_PROTEIN_RECEP_F1_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5165","WBGene00206814",0.321416020132985,0.120807620689682,0,0,0,"CJA30967","CJA30967","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5166","WBGene00206816",0,0,0,0,0.0614126581805837,"CJA30969","CJA30969","Phlebovirus_G2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5167","WBGene00206817",0,0,0,0,0,"CJA30970","CJA30970","Integrase catalytic domain-containing protein","Integrase, catalytic core, Ribonuclease H-like superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,"CBN21068 | WBGene00159793",46.114,NA,NA
"5168","WBGene00206823",0.128566408053194,0.241615241379364,0,0,0,"CJA30976","CJA30976","SCP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5169","WBGene00206824",0,0,0,0,0,"CJA30977","CJA30977","PA28_beta domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5170","WBGene00206825",0,0,0,0,0,"CJA30978","CJA30978","Protein kinase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5171","WBGene00206827",0,0,0,0,0,"CJA30980","CJA30980","HTH_Tnp_Tc3_1 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5172","WBGene00206829",0,0,0,0,0,"CJA30982","CJA30982","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM","frpr-3 | WBGene00016149",69.9248,"Cbr-frpr-3 | WBGene00039539",72.1805,"Cbn-frpr-3 | WBGene00145476",77.4436,"Cre-frpr-3 | WBGene00057925",78.1955
"5173","WBGene00206835",0,0,0.0609681411588056,0,0,"CJA30988","CJA30988","DUF148 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5174","WBGene00206836",0,0.241615241379364,0.243872564635222,0,0,"CJA30989","CJA30989","Neur_chan_LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5175","WBGene00206837",0.385699224159582,0.241615241379364,0,0,0.122825316361167,"CJA30990","CJA30990","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5176","WBGene00206840",0,0,0,0,0,"CJA30993","CJA30993","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5177","WBGene00206845",0.064283204026597,0,0,0.0610230253910096,0,"CJA30998","CJA30998","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5178","WBGene00206847",0,0,0,0,0,"CJA31000","CJA31000","Pre-mRNA 3'-end-processing factor FIP1","Pre-mRNA polyadenylation factor Fip1 domain","fipp-1 | WBGene00017988",48.4375,"Cbr-fipp-1 | WBGene00041936",45.0893,"Cbn-fipp-1 | WBGene00158915",45.9821,"Cre-fipp-1 | WBGene00057885",45.5357
"5179","WBGene00206848",0,0,0,0,0,"CJA31001","CJA31001","TBP-like factor","TATA-box binding protein, TBP domain superfamily","tlf-1 | WBGene00006577",85.7143,"Cbr-tlf-1 | WBGene00033307",85.7143,"Cbn-tlf-1 | WBGene00175069",46.9388,"Cre-tlf-1 | WBGene00060025",85.7143
"5180","WBGene00206849",0.128566408053194,0,0.121936282317611,0,0.122825316361167,"CJA31002","CJA31002","ULP_PROTEASE domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5181","WBGene00206850",0,0,0,0,0,"CJA31003","CJA31003","ANK_REP_REGION domain-containing protein","Ankyrin repeat, Ankyrin repeat-containing domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5182","WBGene00206851",0,0,0,0,0,"CJA31004","CJA31004","Neur_chan_LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5183","WBGene00206855",0,0,0,0,0,"Cjp-unc-46","CJA31008","GOLD domain-containing protein","","unc-46 | WBGene00006782",75.8929,"Cbr-unc-46 | WBGene00030426",79.4643,"Cbn-unc-46 | WBGene00162089",79.0179,"Cre-unc-46 | WBGene00052707",79.4643
"5184","WBGene00206856",0,0,0,0,0,"CJA31009","CJA31009","Neur_chan_LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5185","WBGene00206858",0.257132816106388,0,0,0,0,"CJA31011","CJA31011","FA_desaturase domain-containing protein","Protein of unknown function DUF1412","nspe-5 | WBGene00012594",61.3333,"Cbr-nspe-2.3 | WBGene00042852",56,"Cbn-nspe-6.2 | WBGene00144387",64,"Cre-nspe-2.3 | WBGene00059616",54.6667
"5186","WBGene00206859",0,0,0,0,0.0614126581805837,"CJA31012","CJA31012","HTH_Tnp_Tc3_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5187","WBGene00206860",0,0.120807620689682,0.121936282317611,0,0,"CJA31013","CJA31013","Endo/exonuclease/phosphatase domain-containing protein","Endonuclease/exonuclease/phosphatase, Endonuclease/exonuclease/phosphatase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5188","WBGene00206862",0.192849612079791,0.0604038103448411,0,0,0.0614126581805837,"CJA31015","CJA31015","HMG box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5189","WBGene00206865",0,0,0,0,0,"CJA31018","CJA31018","IRK_C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5190","WBGene00206866",0.192849612079791,0.0604038103448411,0,0,0.0614126581805837,"CJA31019","CJA31019","NR LBD domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Nuclear hormone receptor-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5191","WBGene00206867",0.128566408053194,0,0.0609681411588056,0,0,"CJA31020","CJA31020","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,"CRE30234 | WBGene00082822",15.0685
"5192","WBGene00206868",0.257132816106388,0.362422862069047,0,0,0.122825316361167,"CJA31021","CJA31021","NR LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5193","WBGene00206869",0,0,0,0,0,"Cjp-ida-1.2","CJA31022","EB domain-containing protein","Receptor-type tyrosine-protein phosphatase-like N/N2",NA,NA,NA,NA,NA,NA,NA,NA
"5194","WBGene00206870",0,0,0.0609681411588056,0,0,"CJA31023","CJA31023","BAH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5195","WBGene00206874",0,0,0,0,0,"CJA31027","CJA31027","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily",NA,NA,"CBG12887 | WBGene00033755",91.3386,NA,NA,NA,NA
"5196","WBGene00206877",0,0,0,0,0,"CJA31030","CJA31030","DDE_3 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",39.9225
"5197","WBGene00206878",0,0,0,0,0,"CJA31031","CJA31031","7TM_GPCR_Srx domain-containing protein","7TM GPCR, serpentine receptor class ab (Srab)","srab-4 | WBGene00016363",71.9626,"Cbr-srab-4 | WBGene00038341",75.7009,"CBN30451 | WBGene00192416",72.8972,"Cre-srab-4 | WBGene00052276",72.8972
"5198","WBGene00206879",0,0,0,0,0,"CJA31032","CJA31032","GST N-terminal domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5199","WBGene00206882",0,0.120807620689682,0,0.0610230253910096,0.0614126581805837,"CJA31035","CJA31035","FERM domain-containing protein","FERM domain, FERM superfamily, second domain","frm-1 | WBGene00001488",64.1975,"Cbr-frm-1 | WBGene00030496",62.963,"CBN11667 | WBGene00150392",65.4321,"Cre-frm-1 | WBGene00061195",65.4321
"5200","WBGene00206883",0.128566408053194,0.181211431034523,0,0,0,"CJA31036","CJA31036","Galectin domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5201","WBGene00206884",0,0,0,0,0,"CJA31037","CJA31037","Nidogen G2 beta-barrel domain-containing protein","NIDO domain, G2 nidogen/fibulin G2F, Green fluorescent protein",NA,NA,NA,NA,NA,NA,NA,NA
"5202","WBGene00206887",0,0,0,0,0,"CJA31040","CJA31040","RNA-directed RNA polymerase","",NA,NA,NA,NA,NA,NA,NA,NA
"5203","WBGene00206888",0,0,0,0,0,"CJA31041","CJA31041","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5204","WBGene00206891",0,0,0,0,0,"CJA31044","CJA31044","IBB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5205","WBGene00206892",0,0,0,0,0,"CJA31045","CJA31045","ATP-dependent DNA helicase","DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase",NA,NA,"CBG26851 | WBGene00088265",5.40541,NA,NA,NA,NA
"5206","WBGene00206893",0.192849612079791,0.120807620689682,0,0,0.0614126581805837,"CJA31046","CJA31046","DUF1908 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5207","WBGene00206894",0,0,0,0.122046050782019,0.67553923998642,"CJA31047","CJA31047","C6 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5208","WBGene00206900",0,0,0,0,0,"CJA31053","CJA31053","PHTB1_N domain-containing protein","Parathyroid hormone-responsive B1, PTHB1, N-terminal domain","bbs-9 | WBGene00016744",71.5054,"Cbr-bbs-9 | WBGene00033638",69.3548,"Cbn-bbs-9.2 | WBGene00142414",70.4301,"Cre-bbs-9 | WBGene00056172",66.129
"5209","WBGene00206902",0,0,0,0,0,"CJA31055","CJA31055","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CBN17288 | WBGene00156013",26.2431,"CRE03490 | WBGene00071344",15.0552
"5210","WBGene00206903",0,0,0,0,0,"CJA31056","CJA31056","DZF domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5211","WBGene00206904",0,0,0,0,0,"CJA31057","CJA31057","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5212","WBGene00206905",0.192849612079791,0.241615241379364,0,0,0,"CJA31058","CJA31058","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Endonuclease/exonuclease/phosphatase, Endonuclease/exonuclease/phosphatase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5213","WBGene00206906",0.514265632212776,0,0,0,0,"CJA31059","CJA31059","Bestrophin homolog","",NA,NA,NA,NA,NA,NA,NA,NA
"5214","WBGene00206907",0,0,0,0,0,"CJA31060","CJA31060","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5215","WBGene00206908",0.192849612079791,0.120807620689682,0,0.183069076173029,0.368475949083502,"CJA31061","CJA31061","Dimer_Tnp_hAT domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5216","WBGene00206911",0.128566408053194,0,0,0,0,"CJA31064","CJA31064","Piwi domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5217","WBGene00206912",0.064283204026597,0,0,0,0,"CJA31065","CJA31065","","",NA,NA,NA,NA,NA,NA,NA,NA
"5218","WBGene00206913",0,0,0,0,0,"CJA31066","CJA31066","AMP-binding_C domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE22643 | WBGene00069482",42.029
"5219","WBGene00206916",0,0,0,0,0,"CJA31069","CJA31069","Nuclear receptor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5220","WBGene00206917",0,0,0.121936282317611,0,0,"CJA31070","CJA31070","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5221","WBGene00206922",0,0,0,0,0,"CJA31075","CJA31075","MRF_C2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5222","WBGene00206923",0.064283204026597,0,0,0,0,"CJA31076","CJA31076","Kinesin motor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5223","WBGene00206924",0,0.120807620689682,0.121936282317611,0,0,"CJA31077","CJA31077","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5224","WBGene00206925",0,0,0,0,0,"CJA31078","CJA31078","Major sperm protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5225","WBGene00206926",0,0,0,0,0,"CJA31079","CJA31079","Peptidase_M16_C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5226","WBGene00206927",0,0,0,0,0,"CJA31080","CJA31080","Mariner Mos1 transposase","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE23010 | WBGene00078662",48.0519
"5227","WBGene00206931",0.128566408053194,0,0,0,0,"CJA31084","CJA31084","PWWP domain-containing protein","","T19H5.4 | WBGene00011849",77.551,"CBG02720 | WBGene00025724",77.551,"CBN01020 | WBGene00139745",76.5306,"CRE02062 | WBGene00053707",78.5714
"5228","WBGene00206932",0,0.120807620689682,0,0.427161177737067,0.0614126581805837,"CJA31085","CJA31085","Glycylpeptide N-tetradecanoyltransferase","",NA,NA,NA,NA,NA,NA,NA,NA
"5229","WBGene00206933",0,0,0,0,0,"CJA31086","CJA31086","ELM2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5230","WBGene00206935",0.385699224159582,0,0,0,0,"CJA31088","CJA31088","HTH_Tnp_Tc3_2 domain-containing protein","Winged helix-like DNA-binding domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5231","WBGene00206936",0.321416020132985,0,0,0.122046050782019,0,"CJA31089","CJA31089","Reverse transcriptase","",NA,NA,NA,NA,NA,NA,NA,NA
"5232","WBGene00206937",0,0.120807620689682,0,0,0,"CJA31090","CJA31090","Histone-lysine N-methyltransferase SETMAR","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE23010 | WBGene00078662",46.1039
"5233","WBGene00206938",0.192849612079791,0,0,0.183069076173029,0,"CJA31091","CJA31091","HTH_Tnp_Tc3_1 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5234","WBGene00206939",0.064283204026597,0.241615241379364,0,0.0610230253910096,0,"CJA31092","CJA31092","NR LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5235","WBGene00206941",0,0.120807620689682,0.243872564635222,0,0,"CJA31094","CJA31094","FTO_CTD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5236","WBGene00206942",0.257132816106388,0,0,0,0,"CJA31095","CJA31095","ShKT domain-containing protein","ShKT domain",NA,NA,NA,NA,NA,NA,NA,NA
"5237","WBGene00206943",0.128566408053194,0,0,0,0,"CJA31096","CJA31096","DUF19 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5238","WBGene00206944",0,0,0,0,0,"CJA31097","CJA31097","BPTI/Kunitz inhibitor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5239","WBGene00206946",0,0,0,0,0,"CJA31099","CJA31099","Thioredoxin domain-containing protein","Thioredoxin-like fold, Thioredoxin domain, Thioredoxin-like superfamily","R05H5.3 | WBGene00011038",77.9661,"CBG00891 | WBGene00024208",78.8136,"CBN05304 | WBGene00144029",76.2712,"CRE24802 | WBGene00069299",75.4237
"5240","WBGene00206947",0,0,0,0,0,"CJA31100","CJA31100","DM5 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5241","WBGene00206948",0,0.0604038103448411,0,0,0,"CJA31101","CJA31101","HTH_38 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5242","WBGene00206949",0.257132816106388,0,0.121936282317611,0,0,"CJA31102","CJA31102","Phlebovirus_G2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5243","WBGene00206950",0,0,0,0,0,"CJA31103","CJA31103","PNT domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5244","WBGene00206951",0.192849612079791,0,0,0.244092101564038,0,"CJA31104","CJA31104","Kinesin motor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5245","WBGene00206952",0,0.241615241379364,0,0,0,"CJA31105","CJA31105","ATP-dependent DNA helicase","DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase",NA,NA,NA,NA,NA,NA,"CRE25813 | WBGene00063830",22.5722
"5246","WBGene00206953",0,0,0,0.0610230253910096,0,"CJA31106","CJA31106","DZF domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5247","WBGene00206954",0,0,0,0,0.614126581805837,"CJA31107","CJA31107","","",NA,NA,NA,NA,NA,NA,NA,NA
"5248","WBGene00206958",0,0.241615241379364,0,0.122046050782019,0.122825316361167,"CJA31111","CJA31111","ABC transmembrane type-1 domain-containing protein","Protein of unknown function DUF1182",NA,NA,NA,NA,NA,NA,NA,NA
"5249","WBGene00206961",0,0.120807620689682,0,0,0.184237974541751,"CJA31114","CJA31114","RxLR effector protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5250","WBGene00206963",0.128566408053194,0.483230482758729,0.243872564635222,0,0.0614126581805837,"CJA31116","CJA31116","Neur_chan_memb domain-containing protein","Neurotransmitter-gated ion-channel transmembrane domain superfamily, Neuronal acetylcholine receptor","lgc-37 | WBGene00013914",89.2857,"Cbr-lgc-37 | WBGene00035884",92.8571,"Cbn-lgc-37.1 | WBGene00157438",91.0714,"Cre-lgc-37 | WBGene00055316",91.0714
"5251","WBGene00206966",0,0,0,0,0,"Cjp-inx-16","CJA31119","Innexin","Innexin","inx-16 | WBGene00002138",84.3373,"Cbr-inx-16 | WBGene00033061",87.5502,NA,NA,"Cre-inx-16 | WBGene00062336",88.3534
"5252","WBGene00206967",0,0,0,0,0,"CJA31120","CJA31120","Non-specific serine/threonine protein kinase","",NA,NA,NA,NA,NA,NA,NA,NA
"5253","WBGene00206968",0,0,0,0.0610230253910096,0,"CJA31121","CJA31121","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5254","WBGene00206969",0,0,0,0,0,"CJA31122","CJA31122","MSP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
